,carat,cut,color,clarity,depth,table,price
25057,2.01,4,J,VS2,61.5,60.0,13572
25058,2.01,5,I,SI2,62.9,56.0,13574
25059,2.01,4,I,SI2,59.2,60.0,13574
25060,1.62,4,G,VS2,62.3,58.0,13578
25061,2.22,3,J,SI2,62.8,57.0,13579
25062,1.61,4,D,SI1,61.4,60.0,13582
25063,1.83,3,I,VS1,61.9,57.0,13587
25064,2.01,1,H,SI2,65.8,63.0,13587
25065,2.01,2,I,SI1,64.1,62.0,13587
25066,2.01,1,H,SI2,61.2,66.0,13587
25067,1.06,5,D,VVS2,61.8,56.0,13588
25068,1.06,5,D,VVS2,61.9,56.0,13588
25069,1.51,5,D,SI1,61.9,56.0,13588
25070,1.16,5,F,VVS1,61.5,56.0,13595
25071,1.21,5,E,VVS1,62.0,55.0,13595
25072,2.01,3,J,VS2,63.2,55.0,13596
25073,1.5,2,G,VS1,63.8,58.0,13596
25074,1.5,3,G,VS1,60.2,58.0,13596
25075,1.2,5,E,VVS1,61.6,57.0,13597
25076,2.25,3,J,SI2,58.4,63.0,13597
25077,2.11,4,G,SI2,62.2,58.0,13598
25078,1.36,4,E,VVS2,59.8,59.0,13598
25079,2.01,4,H,VS2,62.6,59.0,13599
25080,2.04,4,J,VS2,61.4,59.0,13600
25081,1.5,2,D,SI1,61.3,61.0,13603
25082,1.7,5,G,VS1,62.9,57.0,13605
25083,1.52,4,G,VS2,62.0,58.0,13606
25084,1.88,3,I,VS2,62.2,57.0,13607
25085,1.54,4,G,VS1,61.9,59.0,13609
25086,2.04,3,J,VS2,63.0,58.0,13609
25087,1.72,4,H,VS2,61.3,59.0,13609
25088,2.01,4,F,SI2,58.4,59.0,13610
25089,2.21,5,H,SI2,61.9,56.0,13615
25090,2.01,4,J,VS2,60.4,59.0,13619
25091,2.03,2,G,SI2,62.7,65.0,13621
25092,2.15,3,J,SI1,62.4,60.0,13622
25093,1.72,3,F,SI1,63.2,61.0,13622
25094,1.72,2,F,SI1,64.3,60.0,13622
25095,1.72,1,F,SI1,64.8,58.0,13622
25096,1.51,3,E,VS2,62.4,58.0,13623
25097,1.25,5,F,VVS2,61.8,57.0,13623
25098,1.51,3,G,VS1,63.5,55.0,13624
25099,1.76,4,H,VS2,62.2,60.0,13626
25100,1.5,3,D,VS2,63.8,55.0,13629
25101,1.53,5,H,VVS2,62.2,57.0,13629
25102,1.21,3,D,VVS2,62.4,56.0,13630
25103,1.59,3,D,SI1,62.8,54.0,13631
25104,1.7,5,H,VS2,62.2,57.0,13632
25105,1.51,4,G,VS1,62.4,59.0,13638
25106,2.21,4,J,SI2,62.7,57.0,13642
25107,2.02,4,I,SI2,61.4,57.0,13642
25108,1.69,5,I,VS2,60.5,56.0,13645
25109,1.51,5,F,VS2,62.2,53.0,13646
25110,1.5,2,E,VS2,63.7,56.0,13653
25111,1.23,5,D,VVS2,62.4,55.0,13653
25112,1.5,5,F,VS2,60.2,57.0,13653
25113,2.32,2,J,SI1,60.3,61.0,13654
25114,2.02,3,H,SI2,63.1,54.0,13655
25115,1.78,3,F,SI1,60.6,57.0,13659
25116,1.71,5,I,VVS2,61.9,57.0,13660
25117,1.21,5,E,VVS2,61.7,57.0,13661
25118,1.55,5,H,VS1,62.0,57.0,13665
25119,1.71,4,G,SI1,60.6,58.0,13666
25120,2.05,4,J,VS2,62.3,60.0,13667
25121,2.01,3,I,SI2,59.5,58.0,13669
25122,1.26,5,F,IF,62.6,57.0,13671
25123,2.07,4,J,VS2,61.5,59.0,13675
25124,2.0,5,G,SI1,61.7,55.0,13675
25125,2.0,4,J,VS2,61.5,59.0,13675
25126,2.02,4,E,SI2,59.9,58.0,13677
25127,1.63,4,E,VS2,61.8,58.0,13678
25128,1.5,4,F,VS2,62.8,58.0,13680
25129,1.7,5,H,VS2,62.4,57.0,13681
25130,1.51,2,G,VS1,63.1,60.0,13686
25131,1.51,3,G,VS1,62.5,58.0,13686
25132,2.02,4,J,VS2,62.0,59.0,13687
25133,1.77,3,I,VS2,60.2,58.0,13691
25134,2.01,3,I,SI1,61.8,62.0,13691
25135,2.02,3,J,VS2,59.3,60.0,13693
25136,2.11,4,I,SI2,62.3,56.0,13701
25137,2.29,1,J,VS2,57.0,66.0,13701
25138,1.62,4,G,VS2,62.3,58.0,13702
25139,2.22,4,J,SI2,61.8,58.0,13703
25140,2.22,5,J,SI2,62.8,57.0,13703
25141,1.5,3,E,VS2,61.7,60.0,13710
25142,2.29,4,G,SI2,60.1,58.0,13711
25143,1.83,4,I,VS1,61.9,57.0,13711
25144,1.57,5,G,VS2,61.4,55.0,13713
25145,1.53,5,D,SI1,61.2,56.0,13714
25146,2.2,4,I,SI2,61.8,54.0,13719
25147,1.5,4,G,VS1,59.2,59.0,13720
25148,1.5,4,G,VS1,60.2,58.0,13720
25149,1.5,2,G,VS1,63.8,58.0,13720
25150,1.5,4,G,VS1,60.8,61.0,13720
25151,2.01,1,G,SI2,65.0,60.0,13721
25152,1.56,5,G,SI1,60.4,56.0,13724
25153,1.3,3,E,VVS2,60.5,58.0,13725
25154,2.29,5,J,SI2,61.8,56.4,13726
25155,1.5,3,F,VS2,62.6,59.0,13728
25156,1.4,4,D,VS1,62.8,58.0,13730
25157,2.07,4,J,SI1,61.7,60.0,13731
25158,2.08,3,J,VS2,60.6,61.0,13732
25159,1.54,4,G,VS1,61.9,59.0,13733
25160,2.04,4,J,VS2,63.0,58.0,13734
25161,1.54,3,F,VS2,60.8,58.0,13735
25162,1.5,4,G,VS1,62.7,58.0,13736
25163,1.7,4,F,VS2,62.5,61.0,13737
25164,1.7,4,G,SI1,62.5,61.0,13737
25165,2.01,4,J,VS2,60.4,59.0,13744
25166,2.01,1,J,VS2,64.9,60.0,13744
25167,2.15,4,J,SI1,62.4,60.0,13746
25168,1.51,5,G,VS2,60.9,57.0,13752
25169,2.1,4,I,VS2,59.2,60.0,13753
25170,2.01,4,I,SI1,58.9,59.0,13755
25171,1.7,5,H,VS2,62.2,57.0,13756
25172,1.51,3,E,VS2,63.3,61.0,13757
25173,1.51,4,E,VS2,62.2,58.0,13757
25174,1.51,3,E,VS2,63.2,56.0,13757
25175,2.13,4,F,SI2,62.4,58.0,13760
25176,1.54,5,G,VS2,60.6,57.0,13761
25177,1.74,5,H,VS2,61.5,55.0,13761
25178,2.0,1,I,SI1,65.9,60.0,13764
25179,2.0,1,H,SI1,61.2,50.0,13764
25180,1.7,4,F,SI1,62.3,58.0,13766
25181,2.05,4,G,SI1,62.2,56.0,13767
25182,1.52,4,G,VS2,62.8,60.0,13768
25183,1.52,5,G,VS2,62.1,56.0,13768
25184,2.18,5,I,VS2,62.0,57.0,13769
25185,1.51,5,F,VS2,62.2,53.0,13771
25186,1.51,4,F,VS2,62.0,62.0,13771
25187,1.52,5,G,VS1,59.7,57.0,13777
25188,2.01,5,I,SI2,62.5,55.0,13777
25189,1.84,4,H,SI1,59.7,58.0,13779
25190,2.17,3,J,SI2,60.8,59.0,13782
25191,2.22,3,J,SI1,58.7,60.0,13782
25192,2.61,2,I,SI2,64.2,63.0,13784
25193,2.07,4,E,SI2,61.4,58.0,13786
25194,2.07,4,E,SI2,58.9,61.0,13786
25195,2.07,4,H,SI1,62.0,58.0,13786
25196,1.56,5,G,VS2,62.3,53.0,13787
25197,2.04,4,H,SI2,62.8,57.0,13790
25198,2.04,3,H,SI2,63.2,58.0,13790
25199,2.1,3,H,SI2,63.3,57.0,13790
25200,1.54,5,G,VS2,61.2,56.0,13794
25201,2.01,5,I,SI2,62.3,57.0,13796
25202,2.26,3,H,SI2,63.1,58.0,13797
25203,1.52,3,D,VS2,62.4,58.0,13799
25204,2.07,4,J,VS2,61.5,59.0,13800
25205,1.24,5,D,VVS2,62.6,55.0,13803
25206,2.09,5,I,SI2,61.2,57.0,13807
25207,1.52,5,G,VS2,62.8,54.0,13809
25208,1.51,3,G,VS1,63.3,53.0,13811
25209,2.01,4,D,SI2,59.1,60.0,13811
25210,1.51,5,G,VS1,62.8,56.0,13811
25211,1.51,3,G,VS1,63.1,60.0,13811
25212,1.51,4,G,VS1,62.5,58.0,13811
25213,2.18,3,J,SI1,62.9,59.0,13812
25214,2.02,4,J,VS2,62.0,59.0,13812
25215,1.82,4,I,VS1,61.4,60.0,13813
25216,1.51,5,G,VS1,61.7,54.0,13818
25217,1.71,3,F,VS2,63.5,59.0,13818
25218,1.51,2,F,VS2,62.0,59.0,13819
25219,1.5,5,G,VS1,61.3,53.9,13820
25220,2.0,4,I,SI2,60.7,61.0,13820
25221,1.7,5,H,VS1,62.4,55.0,13823
25222,1.27,5,F,VVS2,61.0,57.0,13823
25223,1.22,4,E,VVS1,61.1,60.0,13824
25224,2.04,3,J,VS2,62.4,57.0,13825
25225,2.14,1,F,SI2,64.8,60.0,13825
25226,2.24,4,J,SI2,62.2,59.0,13827
25227,1.51,4,G,VVS2,62.9,60.0,13828
25228,1.51,5,G,VS2,62.3,54.0,13828
25229,1.51,4,G,VS2,61.1,58.0,13828
25230,2.31,4,H,SI2,59.2,61.0,13831
25231,2.01,4,I,SI2,62.6,56.0,13833
25232,1.59,5,H,VS1,60.7,56.0,13839
25233,2.14,5,I,VS2,62.2,57.0,13844
25234,2.07,4,H,SI1,61.1,58.0,13844
25235,1.5,2,E,VS2,63.9,58.0,13846
25236,1.54,5,G,VS1,62.3,57.0,13846
25237,2.52,1,H,SI2,65.4,59.0,13846
25238,2.01,3,I,SI1,60.8,60.0,13849
25239,2.01,2,H,SI2,63.1,55.0,13849
25240,2.02,4,H,SI2,62.6,59.0,13850
25241,1.6,5,F,VS2,60.1,57.0,13853
25242,1.5,2,F,VS2,63.6,55.0,13853
25243,1.5,1,F,VS2,65.3,57.0,13853
25244,1.5,4,F,VS2,60.9,60.0,13853
25245,2.03,3,D,SI2,63.1,58.0,13858
25246,2.09,4,J,SI1,62.2,59.0,13864
25247,2.02,3,I,SI2,61.1,61.0,13865
25248,1.76,4,D,SI2,59.6,58.0,13867
25249,1.58,3,D,SI1,62.7,60.0,13869
25250,2.21,4,H,SI2,59.0,59.0,13872
25251,1.69,5,F,SI1,63.0,57.0,13872
25252,1.43,4,D,VS2,62.6,59.0,13873
25253,1.61,5,H,VS2,61.8,56.0,13873
25254,2.07,5,I,SI2,61.6,56.0,13879
25255,2.03,5,J,VS2,62.1,57.0,13880
25256,1.69,5,H,VS1,61.0,57.0,13882
25257,2.12,4,E,SI2,62.4,58.0,13884
25258,2.26,4,H,SI2,61.1,57.0,13885
25259,1.67,5,H,VS1,61.8,55.9,13887
25260,1.5,3,E,VS2,62.9,56.0,13892
25261,2.0,3,I,SI2,59.5,61.0,13892
25262,1.5,2,E,VS2,63.9,58.0,13899
25263,1.52,5,G,VS1,59.7,57.0,13903
25264,1.52,2,G,VS1,64.0,58.0,13903
25265,1.71,3,H,VS1,62.0,56.0,13904
25266,1.84,4,H,SI1,59.7,58.0,13905
25267,2.28,5,G,SI2,61.6,57.0,13907
25268,2.06,4,G,SI2,60.7,58.0,13908
25269,1.79,5,I,VS1,61.3,57.0,13908
25270,1.55,5,G,VS2,61.6,55.0,13912
25271,2.06,4,I,SI2,61.0,61.0,13912
25272,1.58,5,F,VS2,60.0,57.0,13917
25273,2.2,2,H,SI2,63.6,58.0,13919
25274,1.9,4,G,SI2,63.0,58.0,13919
25275,2.28,4,H,SI1,59.3,58.0,13919
25276,1.52,4,F,VS2,60.9,61.0,13919
25277,2.0,5,I,SI2,61.1,59.0,13921
25278,2.26,3,H,SI2,63.3,59.0,13923
25279,1.53,5,G,VS1,60.6,54.0,13926
25280,2.01,2,H,SI1,56.7,58.0,13929
25281,1.24,5,D,VVS2,62.6,55.0,13929
25282,2.1,4,J,SI1,62.9,58.0,13930
25283,2.23,4,J,SI2,61.3,60.0,13931
25284,2.09,5,I,SI2,61.2,57.0,13933
25285,2.18,4,J,SI1,62.9,59.0,13938
25286,1.82,4,I,VS1,61.4,60.0,13939
25287,2.01,3,G,SI2,61.3,60.0,13940
25288,1.6,4,G,VS2,61.6,60.0,13942
25289,1.51,3,F,VS2,61.9,63.0,13945
25290,1.51,4,F,VS2,62.0,59.0,13945
25291,1.51,4,F,VS2,61.7,58.0,13945
25292,1.51,4,F,VS2,62.9,61.0,13945
25293,2.06,3,J,VS2,61.8,59.0,13948
25294,1.7,5,H,VS1,62.4,55.0,13949
25295,1.58,5,H,VS1,60.4,57.0,13950
25296,1.71,4,G,VS2,61.3,58.0,13951
25297,1.25,3,F,IF,60.3,58.0,13953
25298,2.08,2,I,SI2,63.8,58.0,13956
25299,1.5,3,E,VS2,61.0,55.0,13963
25300,1.58,3,G,VS1,62.8,57.0,13963
25301,1.21,5,D,VVS2,61.3,56.0,13965
25302,1.13,5,D,VVS1,61.5,55.0,13968
25303,1.71,3,E,SI1,63.4,56.0,13970
25304,2.01,2,I,SI1,63.8,57.0,13976
25305,2.19,2,G,SI1,63.7,56.0,13978
25306,2.21,4,H,SI1,61.1,58.0,13983
25307,2.0,4,H,SI1,59.8,60.0,13986
25308,1.51,5,E,VS2,59.8,59.0,13986
25309,2.0,4,G,SI2,61.1,60.0,13986
25310,2.02,4,I,SI2,61.1,61.0,13991
25311,2.02,4,I,SI2,62.9,60.0,13991
25312,2.07,4,H,SI1,62.7,58.0,13993
25313,2.07,2,I,SI1,63.6,58.0,13993
25314,1.08,5,E,VVS1,61.5,58.0,13994
25315,1.53,5,G,VS1,62.2,56.0,13994
25316,1.51,5,G,VS1,62.1,55.0,13995
25317,1.58,4,D,SI1,62.7,60.0,13995
25318,2.13,3,J,SI1,62.8,58.0,13996
25319,2.11,4,J,SI1,62.4,58.0,13996
25320,1.5,2,G,IF,59.9,59.0,13998
25321,1.67,5,H,VS1,61.8,56.0,14014
25322,1.71,5,H,VS2,62.1,56.0,14017
25323,1.63,5,E,SI1,60.5,59.0,14022
25324,2.09,4,G,SI2,59.8,59.0,14024
25325,1.5,2,E,VS2,63.9,58.0,14026
25326,2.02,5,I,SI2,60.9,60.0,14027
25327,2.02,2,I,SI2,58.2,57.0,14027
25328,1.51,3,G,VS1,59.5,59.0,14028
25329,1.59,5,H,VS1,61.8,56.0,14031
25330,2.21,4,H,SI2,61.3,60.0,14032
25331,1.08,5,E,VVS1,61.7,55.0,14032
25332,1.75,5,H,VS2,62.2,56.3,14033
25333,1.2,5,D,VVS2,62.7,54.0,14033
25334,2.05,5,J,SI1,60.3,60.0,14037
25335,1.52,5,F,VS2,62.8,55.0,14038
25336,1.55,5,G,VS2,61.6,55.0,14039
25337,2.01,5,H,SI2,61.9,57.0,14040
25338,2.3,4,H,SI2,60.6,59.0,14042
25339,2.3,4,H,SI2,60.6,59.0,14042
25340,2.0,2,H,VS2,57.3,59.0,14042
25341,1.58,5,F,VS2,60.0,57.0,14044
25342,2.08,4,I,SI2,60.8,61.0,14047
25343,2.0,3,I,SI1,63.6,57.0,14057
25344,1.7,4,H,VS2,62.4,59.0,14058
25345,2.03,5,I,SI2,61.5,54.0,14061
25346,2.14,3,J,VS2,62.8,57.0,14065
25347,1.76,5,I,VVS2,60.2,58.0,14065
25348,1.52,3,F,VS2,62.7,59.0,14066
25349,2.01,4,F,SI2,61.3,58.0,14067
25350,0.3,2,F,SI1,57.2,62.0,641
25351,0.28,3,F,VVS2,60.6,59.0,642
25352,0.28,3,F,VVS2,59.7,59.0,642
25353,0.28,3,E,VVS2,59.1,59.0,642
25354,0.28,3,E,VVS2,61.8,58.0,642
25355,0.28,3,E,VVS2,59.8,57.0,642
25356,0.28,3,E,VVS2,60.0,56.0,642
25357,0.28,3,D,VVS2,62.2,59.0,642
25358,0.31,3,G,VVS1,59.6,59.0,642
25359,0.31,3,G,VVS1,61.9,55.0,642
25360,0.28,3,F,VVS1,62.9,57.0,642
25361,0.28,3,F,VVS1,60.1,59.0,642
25362,0.28,3,F,VVS1,61.4,60.0,642
25363,0.28,3,E,VVS1,61.9,59.0,642
25364,0.28,3,E,VVS1,59.6,59.0,642
25365,0.28,3,D,VVS1,60.6,58.0,642
25366,0.28,3,D,VVS1,60.4,59.0,642
25367,0.32,3,F,VS2,59.6,56.0,642
25368,0.28,5,F,VVS2,61.8,56.0,642
25369,0.28,5,F,VVS2,61.1,57.0,642
25370,0.28,5,F,VVS2,61.4,57.0,642
25371,0.28,5,F,VVS2,62.5,57.0,642
25372,0.28,5,F,VVS2,61.8,56.0,642
25373,0.39,5,J,VS2,61.2,56.0,642
25374,0.31,5,E,VS2,60.7,57.0,642
25375,0.31,5,E,VS2,61.5,56.0,642
25376,0.31,5,E,VS2,61.7,55.0,642
25377,0.31,5,E,VS2,61.7,55.0,642
25378,0.31,5,E,VS2,62.2,55.0,642
25379,0.31,5,E,VS2,62.4,53.0,642
25380,1.5,5,G,VS1,62.3,57.0,14067
25381,1.3,4,F,VVS1,59.3,59.0,14068
25382,1.5,4,F,VS2,61.6,58.0,14071
25383,2.05,3,I,SI2,62.8,56.0,14071
25384,1.5,4,F,VS2,61.5,58.0,14071
25385,1.5,4,F,VS2,61.1,58.0,14071
25386,1.5,5,F,VS2,60.4,57.0,14071
25387,2.0,3,G,SI2,64.0,58.0,14074
25388,2.02,1,H,SI2,56.5,61.0,14080
25389,2.03,5,J,VS2,60.5,57.0,14083
25390,2.08,2,I,SI2,63.8,58.0,14084
25391,1.5,5,F,VS2,61.7,54.0,14092
25392,2.22,4,I,SI1,62.7,58.0,14095
25393,1.26,3,F,IF,60.0,60.0,14095
25394,2.01,5,I,SI2,61.5,56.0,14103
25395,1.54,5,G,VS2,61.4,57.0,14103
25396,1.5,4,G,VS1,61.2,59.0,14105
25397,1.5,4,G,VS1,62.7,58.0,14105
25398,1.52,4,G,VVS2,62.1,58.0,14105
25399,1.55,5,G,VS2,61.6,56.0,14106
25400,1.64,4,E,SI1,59.5,58.0,14107
25401,2.29,4,G,SI2,62.5,59.0,14108
25402,2.05,5,J,VS2,61.7,54.9,14111
25403,1.51,3,D,VS2,62.3,59.0,14112
25404,2.06,3,J,VS2,62.6,58.0,14119
25405,2.06,5,I,SI2,62.4,55.0,14120
25406,2.01,3,J,SI1,61.7,59.0,14125
25407,2.0,4,H,SI1,59.8,60.0,14126
25408,1.79,4,G,SI1,60.5,58.0,14127
25409,2.23,4,J,SI1,62.4,59.0,14129
25410,2.04,5,J,SI1,61.7,57.0,14130
25411,1.7,3,H,VS1,62.8,57.0,14137
25412,2.14,5,I,SI2,60.7,57.0,14138
25413,1.56,4,G,VS1,60.9,58.0,14139
25414,1.7,2,H,VVS2,63.1,57.0,14146
25415,2.36,5,H,SI2,61.8,56.0,14146
25416,1.51,2,F,SI1,59.5,58.0,14148
25417,2.01,3,H,SI2,63.2,57.0,14150
25418,1.67,5,D,SI1,62.6,54.0,14154
25419,1.51,4,G,VS1,59.5,59.0,14156
25420,1.5,4,G,VVS2,62.7,58.0,14157
25421,1.51,3,F,VS2,62.8,56.0,14165
25422,1.51,3,F,VS2,61.1,59.0,14165
25423,1.51,4,F,VS2,62.0,60.0,14165
25424,1.51,3,F,VS2,62.5,58.0,14165
25425,1.51,3,F,VS2,62.5,58.0,14165
25426,2.01,5,H,SI2,61.9,57.0,14167
25427,1.51,4,E,VS2,62.2,59.0,14171
25428,1.55,5,G,VS1,62.0,57.0,14174
25429,1.81,3,I,VS1,59.9,61.0,14177
25430,1.5,4,E,VS2,62.3,60.0,14179
25431,1.57,4,G,VS1,59.9,56.0,14180
25432,2.02,5,H,VS2,62.6,57.0,14182
25433,2.04,4,H,SI2,62.8,58.0,14184
25434,1.55,5,F,VS2,62.6,57.0,14185
25435,2.35,4,I,SI1,61.8,58.0,14185
25436,1.54,4,F,VS2,62.8,58.0,14188
25437,1.71,4,E,SI1,62.2,58.0,14190
25438,1.68,3,G,VS2,62.7,58.0,14192
25439,1.2,4,E,VVS1,60.6,60.0,14192
25440,2.5,1,G,SI2,67.0,57.0,14194
25441,1.3,4,F,VVS1,59.3,59.0,14196
25442,1.5,5,F,VS2,62.4,55.0,14199
25443,1.5,5,F,VS2,60.4,57.0,14199
25444,1.5,4,F,VS2,61.6,58.0,14199
25445,2.0,4,I,SI2,58.6,61.0,14199
25446,2.0,1,H,VS1,66.0,56.0,14199
25447,1.5,4,F,VS2,61.5,58.0,14199
25448,1.5,4,F,VS2,61.1,58.0,14199
25449,1.64,4,G,VS2,62.4,58.0,14201
25450,1.51,3,D,VS2,63.1,62.0,14205
25451,2.0,1,G,SI2,66.5,56.0,14208
25452,2.0,4,I,SI2,61.3,59.0,14208
25453,2.51,2,I,SI2,63.7,61.0,14209
25454,2.02,4,I,SI2,59.4,59.0,14211
25455,1.53,4,G,VS1,61.0,60.0,14214
25456,2.3,5,H,SI2,62.6,57.0,14215
25457,1.52,3,F,VS2,63.5,57.0,14217
25458,2.28,2,J,SI1,63.7,55.0,14220
25459,1.55,5,F,SI1,61.9,55.0,14220
25460,3.01,4,G,SI2,59.8,58.0,14220
25461,2.05,4,J,VS1,62.4,58.0,14224
25462,1.66,4,D,SI1,62.0,59.0,14224
25463,2.1,3,J,VS2,61.3,59.0,14229
25464,1.4,5,G,VVS2,62.0,56.0,14231
25465,1.5,4,G,VS1,62.7,58.0,14234
25466,1.5,4,G,VS1,61.2,59.0,14234
25467,1.36,3,D,VVS2,62.6,58.0,14236
25468,1.64,4,E,SI1,59.5,58.0,14236
25469,1.56,5,G,VS2,61.3,56.0,14237
25470,2.02,4,I,VS1,60.5,62.0,14238
25471,2.03,3,I,SI2,62.2,54.0,14239
25472,2.02,4,I,SI1,61.4,58.0,14240
25473,1.69,4,F,VS2,59.8,60.0,14242
25474,1.5,5,F,VS2,61.4,55.0,14242
25475,1.5,3,F,VS2,61.3,61.0,14242
25476,1.85,5,I,VVS2,62.4,57.0,14245
25477,1.51,5,F,VS2,62.4,56.0,14247
25478,1.51,4,F,VS2,60.4,59.0,14247
25479,2.27,2,H,SI2,63.6,58.0,14249
25480,2.51,2,G,SI2,59.5,65.0,14251
25481,1.5,3,E,VS2,60.7,60.0,14256
25482,1.5,3,E,VS2,62.1,60.0,14256
25483,2.23,4,J,SI1,62.4,59.0,14258
25484,1.7,5,H,VS1,62.8,57.0,14266
25485,2.16,2,I,VS2,63.6,56.0,14266
25486,2.14,5,I,SI2,60.7,57.0,14267
25487,1.56,4,G,VS1,60.9,58.0,14268
25488,1.7,3,H,VVS2,63.1,57.0,14275
25489,2.2,5,I,SI2,62.2,56.0,14277
25490,2.18,5,F,SI2,62.6,55.0,14277
25491,1.54,5,G,VS1,61.2,56.0,14278
25492,2.01,4,F,SI2,62.4,58.0,14279
25493,1.5,5,F,VS2,60.2,55.0,14281
25494,1.53,3,E,VS2,61.2,60.0,14282
25495,1.57,5,G,VS2,61.7,56.0,14283
25496,2.22,2,I,SI2,62.7,61.2,14285
25497,1.71,5,H,VS2,61.4,56.0,14292
25498,1.52,4,G,VS1,61.2,60.0,14293
25499,1.51,4,F,VS2,61.1,59.0,14294
25500,1.51,5,F,VS2,62.8,56.0,14294
25501,1.51,4,F,VS2,62.0,60.0,14294
25502,1.51,4,F,VS2,62.5,58.0,14294
25503,1.51,4,F,VS2,62.5,58.0,14294
25504,1.52,3,D,SI1,60.6,57.8,14295
25505,2.06,3,I,SI2,62.3,57.0,14298
25506,2.21,4,H,SI2,61.3,60.0,14299
25507,1.26,5,E,VVS2,61.1,57.0,14300
25508,1.2,5,F,IF,61.6,57.0,14300
25509,1.51,4,E,VS2,62.2,59.0,14300
25510,1.72,4,F,SI1,62.4,60.0,14300
25511,1.5,5,H,VVS1,61.2,57.0,14304
25512,1.58,3,F,VS2,59.9,61.0,14308
25513,1.87,3,H,SI1,62.9,58.0,14308
25514,2.03,5,E,SI2,62.3,56.0,14308
25515,1.71,4,E,SI1,62.2,58.0,14319
25516,2.0,4,H,SI1,63.0,54.0,14319
25517,2.14,5,I,SI2,61.9,56.0,14321
25518,2.0,5,J,VS2,61.0,57.0,14323
25519,2.16,4,J,SI1,60.5,59.0,14328
25520,1.64,4,G,VS2,62.4,58.0,14330
25521,2.02,4,J,VS2,62.1,59.0,14330
25522,1.51,4,F,VS2,61.9,59.0,14334
25523,1.51,3,E,VS2,60.8,60.0,14338
25524,2.0,3,H,SI2,61.0,57.0,14340
25525,2.7,3,H,SI2,63.1,56.0,14341
25526,1.61,5,G,VS1,61.9,55.0,14341
25527,2.02,4,I,SI2,59.4,59.0,14341
25528,1.53,4,G,VS1,61.0,60.0,14344
25529,2.25,5,H,SI1,62.4,56.0,14348
25530,2.02,4,I,SI2,61.7,58.0,14350
25531,2.28,2,J,SI1,63.7,55.0,14350
25532,2.55,4,I,SI2,62.9,58.0,14351
25533,1.5,4,F,VS2,61.0,58.0,14352
25534,1.66,4,D,SI1,62.0,59.0,14354
25535,1.75,3,H,VS1,63.3,56.0,14359
25536,2.14,5,G,SI2,62.9,56.0,14359
25537,2.1,4,J,VS2,61.3,59.0,14359
25538,1.5,3,G,VVS1,63.1,62.0,14361
25539,2.27,4,I,SI1,61.0,58.0,14362
25540,2.01,4,H,SI2,62.0,60.0,14364
25541,2.01,5,H,SI2,62.8,57.0,14364
25542,1.5,3,D,VS2,63.6,55.0,14368
25543,1.5,4,F,VS2,60.8,58.0,14372
25544,1.5,4,F,VS2,61.3,61.0,14372
25545,1.5,5,F,VS2,61.4,55.0,14372
25546,1.51,4,G,VS1,60.1,58.0,14375
25547,1.51,4,G,VS1,62.6,60.0,14375
25548,1.51,5,G,VS1,60.6,57.0,14375
25549,1.85,5,I,VVS2,62.4,57.0,14375
25550,1.6,3,G,VS2,61.0,57.0,14383
25551,1.86,3,H,SI1,62.6,58.0,14383
25552,2.09,5,H,SI1,60.6,57.0,14383
25553,1.55,3,G,VS1,60.8,60.0,14386
25554,1.62,5,F,VS1,61.7,55.0,14386
25555,1.5,4,E,VS2,62.1,60.0,14386
25556,1.5,4,E,VS2,60.7,60.0,14386
25557,1.5,4,E,VS2,59.5,58.0,14386
25558,2.15,5,I,SI2,61.7,55.0,14388
25559,1.52,4,F,VS2,59.4,55.0,14388
25560,2.1,4,I,VS2,60.7,61.0,14394
25561,1.75,5,I,VVS2,62.1,56.0,14394
25562,2.14,2,H,SI1,57.5,60.0,14395
25563,2.35,4,J,VS1,60.7,60.0,14399
25564,1.62,3,F,VS2,63.2,56.0,14400
25565,2.01,1,J,VS1,66.6,54.0,14402
25566,2.0,3,J,VS2,61.9,60.0,14403
25567,1.63,3,G,VS1,62.5,60.0,14404
25568,2.0,4,D,SI2,61.0,58.0,14406
25569,1.12,5,E,VVS1,61.5,56.0,14407
25570,2.2,5,H,SI2,62.6,55.0,14408
25571,1.97,4,F,SI2,61.1,58.0,14410
25572,2.05,4,J,VS1,60.1,58.0,14411
25573,1.52,3,F,VS2,62.3,56.0,14412
25574,1.22,5,E,VVS2,61.6,56.0,14414
25575,1.72,4,H,VS1,59.3,59.0,14414
25576,1.51,5,F,VS2,63.0,55.0,14414
25577,1.51,3,D,VS2,63.2,58.0,14416
25578,2.22,5,I,SI2,62.7,61.0,14416
25579,2.54,5,G,SI2,62.5,55.0,14421
25580,1.52,4,G,VS1,61.9,58.0,14424
25581,1.52,4,G,VS1,61.2,60.0,14424
25582,2.01,2,H,SI2,62.3,60.0,14426
25583,2.01,3,H,SI2,62.9,55.0,14426
25584,1.71,2,D,SI1,64.1,59.0,14426
25585,1.52,5,D,SI1,60.6,58.0,14426
25586,2.01,4,I,SI2,62.1,56.0,14428
25587,2.06,5,I,SI2,62.3,57.0,14428
25588,1.26,5,E,VVS2,61.1,57.0,14429
25589,1.43,5,E,VVS2,62.4,57.0,14429
25590,2.0,1,H,SI1,65.1,56.0,14430
25591,1.2,5,F,IF,61.6,57.0,14430
25592,1.54,3,G,VS1,63.4,57.0,14433
